codi_municipi;nom_municipi;codi_provincia;nom_provincia;codi_comarca;nom_comarca;utmX;utmY;longitud;latitud;georeferencia
14;Alegría-Dulantzi;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
29;Amurrio;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
35;Aramaio;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
40;Artziniega;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
66;Armiñón;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
88;Arratzua-Ubarrundia;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
91;Asparrena;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
105;Ayala/Aiara;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
112;Baños de Ebro/Mañueta;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
133;Barrundia;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
148;Berantevilla;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
164;Bernedo;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
170;Campezo/Kanpezu;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
186;Zigoitia;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
199;Kripan;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
203;Kuartango;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
210;Elburgo/Burgelu;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
225;Elciego;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
231;Elvillar/Bilar;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
278;Iruraiz-Gauna;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
284;Labastida/Bastida;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
301;Lagrán;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
318;Laguardia;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
323;Lanciego/Lantziego;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
339;Lapuebla de Labarca;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
344;Leza;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
360;Laudio/Llodio;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
376;Arraia-Maeztu;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
395;Moreda de Álava/Moreda Araba;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
416;Navaridas;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
421;Okondo;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
437;Oyón-Oion;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
442;Peñacerrada-Urizaharra;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
468;Erriberagoitia/Ribera Alta;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
474;Erriberabeitia;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
493;Añana;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
513;Agurain/Salvatierra;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
528;Samaniego;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
534;San Millán/Donemiliaga;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
549;Urkabustaiz;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
552;Valdegovía/Gaubea;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
565;Harana/Valle de Arana;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
571;Villabuena de Álava/Eskuernaga;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
587;Legutio;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
590;Vitoria-Gasteiz;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
604;Yécora/Iekora;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
611;Zalduondo;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
626;Zambrana;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
632;Zuia;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
9015;Iruña Oka/Iruña de Oca;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
9020;Lantarón;1;Àlaba;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;Abengibre;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
24;Alatoz;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
30;Albacete;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
45;Albatana;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
58;Alborea;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61;Alcadozo;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
77;Alcalá del Júcar;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
83;Alcaraz;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
96;Almansa;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
100;Alpera;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
117;Ayna;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
122;Balazote;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
138;Balsa de Ves;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
143;Ballestero, El;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
156;Barrax;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
169;Bienservida;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
175;Bogarra;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
181;Bonete;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
194;Bonillo, El;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
208;Carcelén;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
215;Casas de Juan Núñez;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
220;Casas de Lázaro;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
236;Casas de Ves;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
241;Casas-Ibáñez;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
254;Caudete;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
267;Cenizate;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
273;Corral-Rubio;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
289;Cotillas;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
292;Chinchilla de Monte-Aragón;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
306;Elche de la Sierra;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
313;Férez;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
328;Fuensanta;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
334;Fuente-Álamo;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
349;Fuentealbilla;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
352;Gineta, La;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
365;Golosalvo;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
371;Hellín;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
387;Herrera, La;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
390;Higueruela;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
404;Hoya-Gonzalo;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
411;Jorquera;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
426;Letur;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
432;Lezuza;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
447;Liétor;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
450;Madrigueras;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
463;Mahora;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
479;Masegoso;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
485;Minaya;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
498;Molinicos;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
501;Montalvos;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
518;Montealegre del Castillo;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
523;Motilleja;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
539;Munera;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
544;Navas de Jorquera;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
557;Nerpio;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
560;Ontur;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
576;Ossa de Montiel;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
582;Paterna del Madera;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
595;Peñascosa;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
609;Peñas de San Pedro;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
616;Pétrola;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
621;Povedilla;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
637;Pozohondo;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
642;Pozo-Lorente;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
655;Pozuelo;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
668;Recueja, La;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
674;Riópar;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
680;Robledo;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
693;Roda, La;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
707;Salobre;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
714;San Pedro;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
729;Socovos;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
735;Tarazona de la Mancha;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
740;Tobarra;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
753;Valdeganga;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
766;Vianos;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
772;Villa de Ves;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
788;Villalgordo del Júcar;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
791;Villamalea;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
805;Villapalacios;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
812;Villarrobledo;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
827;Villatoya;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
833;Villavaliente;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
848;Villaverde de Guadalimar;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
851;Viveros;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
864;Yeste;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
9010;Pozo Cañada;2;Albacete;NULL;NULL;NULL;NULL;NULL;NULL;NULL
15;Atzúbia, l';3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
20;Agost;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
36;Agres;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
41;Aigües;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
54;Albatera;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
67;Alcalalí;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73;Alcosser;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
89;Alcoleja;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
92;Alcoy/Alcoi;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
106;Alfafara;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
113;Alfàs del Pi, l';3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
128;Algorfa;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
134;Algueña;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
149;Alicante/Alacant;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
152;Almoradí;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
165;Almudaina;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
171;Alqueria d'Asnar, l';3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
187;Altea;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
190;Aspe;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
204;Balones;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
211;Banyeres de Mariola;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
226;Benasau;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
232;Beneixama;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
247;Benejúzar;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
250;Benferri;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
263;Beniarbeig;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
279;Beniardá;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
285;Beniarrés;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
298;Benigembla;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
302;Benidoleig;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
319;Benidorm;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
324;Benifallim;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
330;Benifato;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
345;Benijófar;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
358;Benilloba;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
361;Benillup;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
377;Benimantell;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
383;Benimarfull;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
396;Benimassot;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
400;Benimeli;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
417;Benissa;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
422;Benitachell/Poble Nou de Benitatxell, el;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
438;Biar;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
443;Bigastro;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
456;Bolulla;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
469;Busot;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
475;Calp;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
481;Callosa d'en Sarrià;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
494;Callosa de Segura;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
507;Campello, el;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
514;Campo de Mirra/Camp de Mirra, el;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
529;Cañada;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
535;Castalla;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
540;Castell de Castells;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
553;Catral;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
566;Cocentaina;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
572;Confrides;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
588;Cox;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
591;Crevillent;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
605;Quatretondeta;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
612;Daya Nueva;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
627;Daya Vieja;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
633;Dénia;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
648;Dolores;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
651;Elche/Elx;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
664;Elda;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
670;Fageca;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
686;Famorca;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
699;Finestrat;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
703;Formentera del Segura;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
710;Gata de Gorgos;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
725;Gaianes;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
731;Gorga;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
746;Granja de Rocamora;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
759;Castell de Guadalest, el;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
762;Guardamar del Segura;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
778;Fondó de les Neus, el/Hondón de las Nieves;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
784;Hondón de los Frailes;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
797;Ibi;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
801;Jacarilla;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
818;Xaló;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
823;Jávea/Xàbia;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
839;Jijona/Xixona;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
844;Lorcha/Orxa, l';3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
857;Llíber;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
860;Millena;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
882;Monforte del Cid;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
895;Monóvar/Monòver;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
909;Mutxamel;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
916;Murla;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
921;Muro de Alcoy;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
937;Novelda;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
942;Nucia, la;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
955;Ondara;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
968;Onil;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
974;Orba;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
980;Orxeta;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
993;Orihuela;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1007;Parcent;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1014;Pedreguer;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1029;Pego;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1035;Penàguila;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1040;Petrer;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1053;Pinós, el/Pinoso;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1066;Planes;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1072;Polop;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1091;Rafal;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1105;Ràfol d'Almúnia, El;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1112;Redován;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1127;Relleu;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1133;Rojales;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1148;Romana, la;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1151;Sagra;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1164;Salinas;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1170;Sanet y Negrals;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1186;San Fulgencio;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1199;Sant Joan d'Alacant;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1203;San Miguel de Salinas;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1210;Santa Pola;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1225;San Vicente del Raspeig/Sant Vicent del Raspeig;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1231;Sax;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1246;Sella;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1259;Senija;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1278;Tàrbena;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1284;Teulada;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1297;Tibi;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1301;Tollos;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1318;Tormos;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1323;Torremanzanas/Torre de les Maçanes, la;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1339;Torrevieja;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1344;Vall d'Alcalà, la;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1357;Vall d'Ebo, la;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1360;Vall de Gallinera, la;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1376;Vall de Laguar, la;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1382;Verger, el;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1395;Villajoyosa/Vila Joiosa, la;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1409;Villena;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
9016;Poblets, els;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
9021;Pilar de la Horadada;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
9037;Montesinos, Los;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
9042;San Isidro;3;Alacant;NULL;NULL;NULL;NULL;NULL;NULL;NULL
10;Abla;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
25;Abrucena;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
31;Adra;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
46;Albanchez;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
59;Alboloduy;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
62;Albox;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
78;Alcolea;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
84;Alcóntar;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
97;Alcudia de Monteagud;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
101;Alhabia;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
118;Alhama de Almería;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
123;Alicún;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
139;Almería;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
144;Almócita;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
157;Alsodux;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
160;Antas;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
176;Arboleas;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
182;Armuña de Almanzora;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
195;Bacares;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
209;Bayárcal;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216;Bayarque;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
221;Bédar;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
237;Beires;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
242;Benahadux;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
268;Benitagla;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
274;Benizalón;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
280;Bentarique;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
293;Berja;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
307;Canjáyar;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
314;Cantoria;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
329;Carboneras;4;Almeria;NULL;NULL;NULL;NULL;NULL;NULL;NULL
