9015;01;Iruña Oka/Iruña de Oca;\N;01901;0;0;0;0;\N;901
9020;01;Lantarón;\N;01902;0;0;0;0;\N;902
0014;01;Alegría-Dulantzi;\N;01001;0;0;0;0;\N;1
0029;01;Amurrio;\N;01002;0;0;0;0;\N;2
0035;01;Aramaio;\N;01003;0;0;0;0;\N;3
0040;01;Artziniega;\N;01004;0;0;0;0;\N;4
0066;01;Armiñón;\N;01006;0;0;0;0;\N;6
0088;01;Arratzua-Ubarrundia;\N;01008;0;0;0;0;\N;8
0091;01;Asparrena;\N;01009;0;0;0;0;\N;9
0105;01;Ayala/Aiara;\N;01010;0;0;0;0;\N;10
0112;01;Baños de Ebro/Mañueta;\N;01011;0;0;0;0;\N;11
0133;01;Barrundia;\N;01013;0;0;0;0;\N;13
0148;01;Berantevilla;\N;01014;0;0;0;0;\N;14
0164;01;Bernedo;\N;01016;0;0;0;0;\N;16
0170;01;Campezo/Kanpezu;\N;01017;0;0;0;0;\N;17
0186;01;Zigoitia;\N;01018;0;0;0;0;\N;18
0199;01;Kripan;\N;01019;0;0;0;0;\N;19
0203;01;Kuartango;\N;01020;0;0;0;0;\N;20
0210;01;Elburgo/Burgelu;\N;01021;0;0;0;0;\N;21
0225;01;Elciego;\N;01022;0;0;0;0;\N;22
0231;01;Elvillar/Bilar;\N;01023;0;0;0;0;\N;23
0278;01;Iruraiz-Gauna;\N;01027;0;0;0;0;\N;27
0284;01;Labastida/Bastida;\N;01028;0;0;0;0;\N;28
0301;01;Lagrán;\N;01030;0;0;0;0;\N;30
0318;01;Laguardia;\N;01031;0;0;0;0;\N;31
0323;01;Lanciego/Lantziego;\N;01032;0;0;0;0;\N;32
0339;01;Lapuebla de Labarca;\N;01033;0;0;0;0;\N;33
0344;01;Leza;\N;01034;0;0;0;0;\N;34
0360;01;Laudio/Llodio;\N;01036;0;0;0;0;\N;36
0376;01;Arraia-Maeztu;\N;01037;0;0;0;0;\N;37
0395;01;Moreda de Álava/Moreda Araba;\N;01039;0;0;0;0;\N;39
0416;01;Navaridas;\N;01041;0;0;0;0;\N;41
0421;01;Okondo;\N;01042;0;0;0;0;\N;42
0437;01;Oyón-Oion;\N;01043;0;0;0;0;\N;43
0442;01;Peñacerrada-Urizaharra;\N;01044;0;0;0;0;\N;44
0468;01;Erriberagoitia/Ribera Alta;\N;01046;0;0;0;0;\N;46
0474;01;Erriberabeitia;\N;01047;0;0;0;0;\N;47
0493;01;Añana;\N;01049;0;0;0;0;\N;49
0513;01;Agurain/Salvatierra;\N;01051;0;0;0;0;\N;51
0528;01;Samaniego;\N;01052;0;0;0;0;\N;52
0534;01;San Millán/Donemiliaga;\N;01053;0;0;0;0;\N;53
0549;01;Urkabustaiz;\N;01054;0;0;0;0;\N;54
0552;01;Valdegovía/Gaubea;\N;01055;0;0;0;0;\N;55
0565;01;Harana/Valle de Arana;\N;01056;0;0;0;0;\N;56
0571;01;Villabuena de Álava/Eskuernaga;\N;01057;0;0;0;0;\N;57
0587;01;Legutio;\N;01058;0;0;0;0;\N;58
0590;01;Vitoria-Gasteiz;\N;01059;0;0;0;0;\N;59
0604;01;Yécora/Iekora;\N;01060;0;0;0;0;\N;60
0611;01;Zalduondo;\N;01061;0;0;0;0;\N;61
0626;01;Zambrana;\N;01062;0;0;0;0;\N;62
0632;01;Zuia;\N;01063;0;0;0;0;\N;63
0019;02;Abengibre;\N;02001;0;0;0;0;\N;1
0024;02;Alatoz;\N;02002;0;0;0;0;\N;2
0030;02;Albacete;\N;02003;0;0;0;0;\N;3
0045;02;Albatana;\N;02004;0;0;0;0;\N;4
0058;02;Alborea;\N;02005;0;0;0;0;\N;5
0061;02;Alcadozo;\N;02006;0;0;0;0;\N;6
0077;02;Alcalá del Júcar;\N;02007;0;0;0;0;\N;7
0083;02;Alcaraz;\N;02008;0;0;0;0;\N;8
0096;02;Almansa;\N;02009;0;0;0;0;\N;9
0100;02;Alpera;\N;02010;0;0;0;0;\N;10
0117;02;Ayna;\N;02011;0;0;0;0;\N;11
0122;02;Balazote;\N;02012;0;0;0;0;\N;12
0138;02;Balsa de Ves;\N;02013;0;0;0;0;\N;13
0143;02;Ballestero, El;\N;02014;0;0;0;0;\N;14
0156;02;Barrax;\N;02015;0;0;0;0;\N;15
0169;02;Bienservida;\N;02016;0;0;0;0;\N;16
0175;02;Bogarra;\N;02017;0;0;0;0;\N;17
0181;02;Bonete;\N;02018;0;0;0;0;\N;18
0194;02;Bonillo, El;\N;02019;0;0;0;0;\N;19
0208;02;Carcelén;\N;02020;0;0;0;0;\N;20
0215;02;Casas de Juan Núñez;\N;02021;0;0;0;0;\N;21
0220;02;Casas de Lázaro;\N;02022;0;0;0;0;\N;22
0236;02;Casas de Ves;\N;02023;0;0;0;0;\N;23
0241;02;Casas-Ibáñez;\N;02024;0;0;0;0;\N;24
0254;02;Caudete;\N;02025;0;0;0;0;\N;25
0267;02;Cenizate;\N;02026;0;0;0;0;\N;26
0273;02;Corral-Rubio;\N;02027;0;0;0;0;\N;27
0289;02;Cotillas;\N;02028;0;0;0;0;\N;28
0292;02;Chinchilla de Monte-Aragón;\N;02029;0;0;0;0;\N;29
0306;02;Elche de la Sierra;\N;02030;0;0;0;0;\N;30
0313;02;Férez;\N;02031;0;0;0;0;\N;31
0328;02;Fuensanta;\N;02032;0;0;0;0;\N;32
0334;02;Fuente-Álamo;\N;02033;0;0;0;0;\N;33
0349;02;Fuentealbilla;\N;02034;0;0;0;0;\N;34
0352;02;Gineta, La;\N;02035;0;0;0;0;\N;35
0365;02;Golosalvo;\N;02036;0;0;0;0;\N;36
0371;02;Hellín;\N;02037;0;0;0;0;\N;37
0387;02;Herrera, La;\N;02038;0;0;0;0;\N;38
0390;02;Higueruela;\N;02039;0;0;0;0;\N;39
0404;02;Hoya-Gonzalo;\N;02040;0;0;0;0;\N;40
0411;02;Jorquera;\N;02041;0;0;0;0;\N;41
0426;02;Letur;\N;02042;0;0;0;0;\N;42
0432;02;Lezuza;\N;02043;0;0;0;0;\N;43
0447;02;Liétor;\N;02044;0;0;0;0;\N;44
0450;02;Madrigueras;\N;02045;0;0;0;0;\N;45
0463;02;Mahora;\N;02046;0;0;0;0;\N;46
0479;02;Masegoso;\N;02047;0;0;0;0;\N;47
0485;02;Minaya;\N;02048;0;0;0;0;\N;48
0498;02;Molinicos;\N;02049;0;0;0;0;\N;49
0501;02;Montalvos;\N;02050;0;0;0;0;\N;50
0518;02;Montealegre del Castillo;\N;02051;0;0;0;0;\N;51
0523;02;Motilleja;\N;02052;0;0;0;0;\N;52
0539;02;Munera;\N;02053;0;0;0;0;\N;53
0544;02;Navas de Jorquera;\N;02054;0;0;0;0;\N;54
0557;02;Nerpio;\N;02055;0;0;0;0;\N;55
0560;02;Ontur;\N;02056;0;0;0;0;\N;56
0576;02;Ossa de Montiel;\N;02057;0;0;0;0;\N;57
0582;02;Paterna del Madera;\N;02058;0;0;0;0;\N;58
0595;02;Peñascosa;\N;02059;0;0;0;0;\N;59
0609;02;Peñas de San Pedro;\N;02060;0;0;0;0;\N;60
0616;02;Pétrola;\N;02061;0;0;0;0;\N;61
0621;02;Povedilla;\N;02062;0;0;0;0;\N;62
0637;02;Pozohondo;\N;02063;0;0;0;0;\N;63
0642;02;Pozo-Lorente;\N;02064;0;0;0;0;\N;64
0655;02;Pozuelo;\N;02065;0;0;0;0;\N;65
0668;02;Recueja, La;\N;02066;0;0;0;0;\N;66
0674;02;Riópar;\N;02067;0;0;0;0;\N;67
0680;02;Robledo;\N;02068;0;0;0;0;\N;68
0693;02;Roda, La;\N;02069;0;0;0;0;\N;69
0707;02;Salobre;\N;02070;0;0;0;0;\N;70
0714;02;San Pedro;\N;02071;0;0;0;0;\N;71
0729;02;Socovos;\N;02072;0;0;0;0;\N;72
0735;02;Tarazona de la Mancha;\N;02073;0;0;0;0;\N;73
0740;02;Tobarra;\N;02074;0;0;0;0;\N;74
0753;02;Valdeganga;\N;02075;0;0;0;0;\N;75
0766;02;Vianos;\N;02076;0;0;0;0;\N;76
0772;02;Villa de Ves;\N;02077;0;0;0;0;\N;77
0788;02;Villalgordo del Júcar;\N;02078;0;0;0;0;\N;78
0791;02;Villamalea;\N;02079;0;0;0;0;\N;79
0805;02;Villapalacios;\N;02080;0;0;0;0;\N;80
0812;02;Villarrobledo;\N;02081;0;0;0;0;\N;81
0827;02;Villatoya;\N;02082;0;0;0;0;\N;82
0833;02;Villavaliente;\N;02083;0;0;0;0;\N;83
0848;02;Villaverde de Guadalimar;\N;02084;0;0;0;0;\N;84
0851;02;Viveros;\N;02085;0;0;0;0;\N;85
